Duration_125000
4515,14
4536,14
3661,15
3682,15
3702,15
3722,15
4312,15
4332,15
4353,15
4373,15
4475,15
4495,15
4556,15
4576,15
4597,15
4617,15
4637,15
4658,15
4678,15
4698,15
1465,17
1485,17
1505,17
1526,17
1790,17
1810,17
1831,17
1851,17
1872,17
1892,17
1912,17
1932,17
2278,17
3580,17
3600,17
3621,17
3641,17
3743,17
3763,17
3783,17
3804,17
4231,17
4251,17
4271,17
4292,17
4393,17
4414,17
4434,17
4454,17
6183,17
6203,17
6224,17
6244,17
6509,17
6530,17
6549,17
6571,17
6590,17
6610,17
6631,17
6651,17
6997,17
1424,19
1444,19
1546,19
1566,19
1587,19
1607,19
1749,19
1770,19
2441,19
3499,19
3519,19
3539,19
3560,19
3824,19
3844,19
3865,19
3885,19
4149,19
4170,19
4190,19
4210,19
5481,19
5685,19
5807,19
6010,19
6143,19
6163,19
6264,19
6285,19
6305,19
6325,19
6468,19
6488,19
3417,20
3437,20
3458,20
3478,20
4068,20
4088,20
4109,20
4129,20
1305,21
1322,21
1343,21
1363,21
1383,21
1404,21
1627,21
1648,21
1668,21
1688,21
1709,21
1729,21
1953,21
2118,21
2522,21
6020,21
6041,21
6061,21
6081,21
6102,21
6122,21
6346,21
6366,21
6386,21
6407,21
6427,21
6447,21
6671,21
6837,21
7159,21
3336,22
3356,22
3376,22
3397,22
3671,22
3692,22
3712,22
3732,22
3987,22
4007,22
4027,22
4048,22
4322,22
4343,22
4363,22
4383,22
4485,22
4505,22
4525,22
4546,22
4566,22
4587,22
4607,22
4627,22
4648,22
4668,22
4688,22
4708,22
2766,23
2787,23
2807,23
2827,23
1475,24
1495,24
1516,24
1536,24
1800,24
1821,24
1841,24
1861,24
1882,24
1902,24
1922,24
1943,24
2278,24
2685,24
2705,24
2726,24
2746,24
2848,24
2868,24
2888,24
2909,24
3010,24
3031,24
3051,24
3071,24
3254,24
3275,24
3295,24
3315,24
3590,24
3610,24
3631,24
3651,24
3753,24
3773,24
3793,24
3814,24
3905,24
3926,24
3946,24
3966,24
4241,24
4261,24
4282,24
4302,24
4404,24
4424,24
4444,24
4464,24
5645,24
5969,24
6193,24
6214,24
6234,24
6254,24
6519,24
6539,24
6559,24
6580,24
6601,24
6620,24
6641,24
6661,24
6997,24
2603,26
2624,26
2644,26
2665,26
2929,26
2949,26
2970,26
2990,26
3092,26
3112,26
3132,26
3153,26
3173,26
3193,26
3427,27
3448,27
3468,27
3488,27
3509,27
3529,27
3549,27
3570,27
4078,27
4098,27
4119,27
4139,27
4159,27
4180,27
4200,27
4221,27
0,28
326,28
651,28
977,28
3214,28
3234,28
4719,28
5044,28
5370,28
5695,28
163,29
489,29
814,29
1139,29
3346,29
3366,29
3387,29
3407,29
3997,29
4017,29
4037,29
4058,29
4881,29
5207,29
5532,29
5858,29
2695,31
2716,31
2736,31
2756,31
2777,31
2797,31
2817,31
2838,31
2858,31
2878,31
2899,31
2919,31
3021,31
3041,31
3061,31
3082,31
3265,31
3285,31
3305,31
3326,31
3915,31
3936,31
3956,31
3976,31
3661,34
4312,34
4475,34
4518,34
4559,34
3539,36
3583,36
3624,36
3702,36
3743,36
3824,36
4190,36
4234,36
4274,36
