Duration_12000
0,5
0,17
140,27
300,27
460,27
150,28
310,28
470,28
0,29
74,29
160,29
236,29
320,29
396,29
480,29
556,29
650,29
34,31
70,31
114,31
196,31
230,31
276,31
356,31
390,31
436,31
516,31
550,31
44,32
64,32
124,32
206,32
226,32
286,32
366,32
386,32
446,32
526,32
546,32
20,34
60,34
100,34
180,34
220,34
260,34
340,34
380,34
420,34
500,34
540,34
580,34
10,36
24,36
54,36
90,36
104,36
136,36
170,36
186,36
216,36
250,36
266,36
296,36
330,36
346,36
376,36
410,36
426,36
456,36
490,36
506,36
536,36
570,36
586,36
610,36
596,39
630,39
636,40
640,41
620,43
660,46
650,48
