Duration_12000
9690,49g
970,29b
970,48g
9700,18b
9700,47g
9706,49g
9710,30b
9710,47g
9716,49g
9720,52g
9720,18b
9730,30b
9730,49g
9740,16b
9740,47g
9750,28b
9750,49g
9760,37g
9760,14b
9770,45g
9770,26b
9780,44g
9780,14b
9786,45g
9790,26b
9790,44g
980,17b
980,46g
9800,47g
9800,16b
9810,45g
9810,28b
9820,16b
9820,44g
9826,45g
9830,44g
9830,28b
9836,40g
984,48g
9840,18b
9840,42g
9850,30b
9850,49g
9860,47g
9860,20b
9866,49g
9870,32b
9870,47g
9876,49g
9880,21b
9880,53g
9890,49g
9890,33b
990,29b
9900,23b
9900,53g
9910,35b
